pathway	site_1	site_2	site_3	site_4	site_5	site_6	site_7	site_8	site_9	site_10	site_11	site_12	site_13	site_14	site_15	site_16	site_17	site_18	site_19	site_20	site_21	site_22	site_23	site_24	site_25	site_26	site_27	site_28	site_29	site_30	site_31	site_32	site_33	site_34	site_35	site_36	site_37	site_38	site_39	site_40	site_41	site_42	site_43	site_44	site_45	site_46	site_47	site_48	site_49	site_50	site_51	site_52	site_53	site_54	site_55	site_56	site_57	site_58	site_59	site_60	site_61	site_62	site_63	site_64	site_65	site_66	site_67	site_68	site_69	site_70
DENITRIFICATION-PWY	451581.3491487888	133315.3677196023	156254.18297197743	129395.13239995964	130746.8219474781	117332.9428054106	194764.8166944587	14625.424431926842	146192.9784100322	0.0	187250.37136203772	82168.41942082069	99371.30887678485	67849.62830094519	142833.22499099234	102080.08867685123	64576.77017080112	180664.75364515893	22.426424934806906	401745.59851816477	468220.05800694413	245442.03997423814	79857.02185018519	56298.39868846546	142073.24210641824	59202.69944760793	288668.9625888359	52659.89605688758	65756.76704021802	203838.1257437177	210436.48268290248	27666.60460371843	50363.57640121571	130427.53535009403	106147.282403061	97020.49346757853	60019.84868962465	153009.9964539898	612651.3720482955	66919.50847489893	662560.7176320083	140375.2493204092	356779.8922737817	769797.2647300381	611740.2401067797	224201.72237188843	297978.88574803114	598193.4484723142	224123.8942773336	41.369565217391305	9865.624442392771	496782.58860292664	0.0	154562.0353109192	152750.76820719033	418372.6276073957	135674.38576149248	61187.659490214435	51033.737159779856	38236.73146457141	34013.4133021988	56148.85931941795	56978.902158941324	229526.29006943846	184219.79714803887	161457.97759326073	78988.54822663864	365504.26024281763	43355.881161798156	69558.01618258297
DENOVOPURINE2-PWY	712933.2101123051	751125.7058540988	739173.43102266	676928.3753704409	617477.9716978566	568469.2676332693	703024.2883310491	659949.1698773757	589649.3570306962	342393.91131133045	768215.4488012871	652835.5415953327	621019.1417519092	603919.0119359148	802491.7607734539	595796.7701646299	819360.9559794458	642814.8879936149	1027.5855993989076	791911.0465158209	413867.73673491075	481725.7036120766	887326.4046288221	861540.883611266	804146.7310890194	10660.061069296447	517660.8577826804	545600.5652543192	618116.2201617387	460223.1369825703	726880.2332233366	587154.9365238231	623991.593977532	619263.9037247126	393611.2946004414	738574.4215385349	767333.1761443448	701841.0276906405	372396.7932829176	945462.7630175959	876464.7996176737	648263.9750154922	511351.0523620561	375840.5192441879	481142.1763700227	506651.230392998	605768.6160222922	822639.9947222589	633672.112985671	5941.209080462542	998883.773292686	812186.1529757241	169439.5281954811	220943.29763123827	43840.57452913611	583396.2026471082	591556.7090372647	607501.3569391848	643675.9084321964	378489.173544086	448535.4263730006	885104.0131988478	871162.1325085779	828905.0663264295	688415.2044344457	760954.5213179995	130814.09692740058	339465.50672926934	136324.0158626709	177690.97681871278
DHGLUCONATE-PYR-CAT-PWY	27246.740546427594	18845.772553525396	11993.508409730784	8171.765925269327	13578.588007268982	0.0	15446.891144630928	0.0	16245.678939803967	0.0	11873.885656986893	25245.245977163373	16197.132158213102	7039.140413805433	27623.559527205998	19658.583135778248	12208.015309410779	66237.48349422174	4.89739254327082	357.85926478624043	764.4783168416027	189276.52640719744	15402.052098258075	1674.757863939154	48139.78158008376	8.117372704806662	290143.4445412048	8203.968752909845	1918.0348934982785	2759.3129404880497	0.0	826.9763576457715	1628.7465345707433	0.0	2158.8288482046455	1651.4328011156451	1016.4875938512658	62073.261173209205	50876.93395218425	17689.739939341758	1221.3669711173025	3038.285260610399	438083.043114588	7525.9108309368285	313035.77836173825	519.2080234644313	2235.895699999085	186258.65540119726	0.0	0.0	0.0	79068.66781303233	0.0	126.65526081562678	228.2335174915467	46235.95757281512	5454.733140597141	7327.017287737444	8012.648446761989	1290.6365096038426	4305.551487619244	16783.195495404656	18456.564134175795	13166.346843794881	2160.095756028814	8209.297029640133	62199.735247155775	182265.32758276124	0.0	2213.534159217042
DTDPRHAMSYN-PWY	730159.8751879273	751518.2394503792	660756.6536893845	552092.4094768098	581604.8929868123	711165.8327661017	863071.1657472348	667265.3756663712	722870.7133881297	543159.2439364427	735428.1745186525	685121.7672601158	1208694.3292010403	455568.50008932175	572238.3385445522	1247665.7576665229	700134.498239383	787456.3834729173	411172.28950882365	891663.2108547327	596958.2143674004	408821.79223258997	724760.0004048899	1240721.5738600742	644612.7411775277	502152.01211227634	770775.0789423652	584330.0156230957	340018.2230429105	555246.1487177528	1118193.25521495	628047.3153711911	729384.653554674	805819.7493526557	438656.6138935252	801275.6931596376	894465.0398143856	861092.5102845478	937469.9997659735	887827.0237712055	951693.891016218	762315.5148455712	645400.9000231104	898845.8758229315	871373.2735473599	675641.685872851	864551.4101963795	867837.0223602536	976963.831613979	970262.487669535	835182.9023794689	490244.8282540858	1222050.6199771636	760668.3154646005	767732.5746377765	652437.8343412552	948975.4330881567	662365.6248189127	714554.9933757354	341701.36643185996	271131.7220386949	930042.9266403393	831406.7873293714	964942.5057732724	654371.5121823174	934373.2627235046	139226.66151648777	633438.8792183825	205630.1232584528	196204.16076186157
FAO-PWY	1133568.5386714283	743687.0038693378	868611.7246770356	470407.7842274494	543905.2341963957	586896.8087291794	733147.6905711173	221313.18421100176	659005.5039009913	586064.8005377094	393096.730855594	371568.03594853496	864786.015299691	168163.80079204033	482650.5233363847	1082613.0257593314	878813.1807141956	1155957.947983761	1017097.1849102108	1142441.9372522803	865944.7641604439	796349.7910225273	785256.9571258161	700249.1657687017	1184550.3457374156	689370.9569569937	1292110.771148518	955763.8770294173	863165.0512460204	684525.1349833618	1563207.3753407693	632502.7231131569	882187.0308950563	1232681.689962022	431633.46658168745	657597.7898150763	916644.7710805734	448106.01401123486	1256860.3476071793	139580.4387996648	1552531.368046179	474509.7601376088	1282328.2076388602	1625217.7637644103	1055392.6534696713	909530.8484846343	699450.6240904748	1968423.5568546345	658486.087215958	664549.8197251186	104013.27335198269	2002998.81719792	83230.33483905326	961666.2189162025	875781.1546463033	800432.8851892443	954024.8907070484	1135272.045115397	1186418.4452710382	221983.99665592404	1137886.2584847624	1213812.3461453288	1132594.0515964234	481095.2763652367	694247.1814951551	548919.504352557	339616.13397716405	1009917.2522516883	177296.53594597906	263624.1149378809
FASYN-ELONG-PWY	1176516.6586394685	1377918.265614454	1370212.2972235905	846351.6112586445	972300.2047854601	598918.7091852603	944000.4974366744	948250.3790677005	1545286.4898228187	1134076.8798782083	738307.1965606743	658083.6897442889	1003612.8079325168	434099.2340197142	618150.9029609525	1191214.2425558832	1336374.262693324	1135676.712841824	691822.0634663211	1026785.970862798	620565.6933871841	742005.1547132873	986842.2462047187	949042.3437937621	1199986.83262384	761063.0588498123	2333269.318580841	982189.0095335616	1062853.3908633762	694379.7523779989	1252023.3531462904	1578886.8342769146	1181672.218902802	1276892.0720608945	755192.7743866809	1476545.5644062662	1029614.9839979111	1073918.8251234903	1254831.9665028674	281630.2989482949	1358606.3232468958	1102693.8667155763	1150216.2407333024	1171890.0840742362	1244955.9181415571	786611.4773957927	1064851.7837153298	1504392.0309010947	852592.9100070527	1453504.7389699267	139473.35608399575	1241677.8630347038	100316.09033032974	995086.9788635867	1096758.0620627052	825187.960227088	1133973.1555735515	1087812.3622577875	1095315.166651296	446445.4008608497	1079919.749778901	1134654.58202637	1109212.5313848641	482652.0050138148	874395.2766369479	567324.1384774605	224574.40844999522	765355.1879390099	270168.64112634695	230823.0144940995
FASYN-INITIAL-PWY	763631.1247021293	585771.8410661615	577695.5103464156	391771.60367682984	452193.91459865525	397994.308429808	502873.7799871171	691791.9593082381	766156.8271958856	357056.14792395744	252517.6965403633	244726.7763492488	280255.9101210763	101368.72026396841	265906.6593374092	304076.02208587795	102451.76959042145	877247.1202905483	542883.4524771759	601049.9831056959	520899.8772159571	588431.8571080988	150364.00228691817	132572.112703285	691031.7218121385	454937.3086764714	1017842.9105079477	747521.9181584844	210134.86214610675	499707.160139375	1061463.559772238	589075.0005657766	599077.3676907612	328829.7021876459	385206.97134392837	906977.8315357497	450932.00294052623	508170.49841758993	824919.377687555	196353.71997728528	863280.4887436967	392200.84923029185	793359.5678498263	929410.9679841166	918446.9959708966	469675.8742930216	486251.1697981883	1010320.1025751863	364597.5489876251	432.4101106794836	58140.438082672554	797092.3220499997	48397.46003882469	781244.9190699932	736505.6955565187	593716.9109283086	308105.14032094326	816973.0848675031	867572.5103603834	139853.6660886761	721100.9897302868	916591.7187458214	830965.6591985107	281523.2078565187	548365.5210399299	289627.7369410744	173300.32420320413	599889.7194250786	166916.93789034148	161748.08334133378
FERMENTATION-PWY	531938.9417122116	329237.9911809747	394138.9431892471	373047.5797155174	317923.20022110944	382887.9140813253	367622.3448207356	333778.259067697	425176.78215536405	439931.96085519553	428081.73431427527	399997.5307392793	707634.5963549623	233886.18226642083	323718.25638813974	734888.9444787346	531041.4299106871	753228.9159941077	443744.0800011675	617664.3273767479	449598.9875165806	430038.02194035955	431545.7457776259	664626.0359242767	633530.4197730974	300853.90681709716	325857.37569381343	364572.9734705342	373922.5689149161	396547.14698994544	671330.133229201	341701.669864627	325493.14240826597	566039.7694355809	356085.9704498768	351085.2361489148	400161.5818479003	647296.9128824841	746524.8073050699	202597.9223977109	749285.008002358	643889.406908233	657659.3187010514	254199.28329471545	269279.66972670535	393062.75740939024	755052.0775401276	1007943.8696078602	607319.4495435891	964713.7285437408	105423.95830341968	751935.3912342013	138253.51145048556	501973.91242615285	565629.3628369509	405320.47626602865	719387.2177412232	495786.4201946564	504479.172420948	218306.0997214845	300167.529593353	647369.1673309916	605630.6266789556	539540.0617153804	486711.9785620341	520167.78137890104	142636.1783522972	424546.03708370373	115616.94205762431	140748.6676217363
FOLSYN-PWY	716058.0514767804	733287.1895467646	715390.7629436462	616787.0870085802	577694.8153400184	476041.824409878	645232.8555237064	474170.5782908992	646941.2506593035	412038.8651106912	656996.8355415136	528690.957672149	611844.855318392	538523.9650971534	718400.6570448104	759017.9091346767	765646.1539699101	726205.2167782024	508563.8748986536	984999.1768465255	642013.2603084339	500101.0131139991	802644.871798809	705747.4156981383	825707.6865880957	531265.2770321749	684694.7352975428	650180.7052873858	792154.4708537861	523819.1794115241	1036954.628773274	611898.0523318584	700685.7461250043	873489.7265863834	386561.8537244794	658931.1842835099	695362.9156892233	685862.2525478591	956570.622425277	879406.0618333414	948033.8710868128	744690.3714286598	600251.8036071933	889052.1397669845	774098.1104518587	560600.3629805503	902329.9747535862	804506.6302986671	865004.6988680931	1071822.9479784048	874603.1794939942	819518.3497916289	1025475.261841584	664832.1746884198	677994.9034106261	676599.6493118329	802764.1943771327	757923.1198510765	802318.360153739	320224.44009161426	732477.0372898226	723876.5275083437	731363.4974827836	917506.1888142936	641133.9639379709	632896.8029132381	148197.3243750825	637215.4752046332	166626.11930607262	189693.93425394545
FUC-RHAMCAT-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.53681567560557	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.52522735632897	0.0	0.0	0.0	0.0	0.0	48.351393536332836	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FUCCAT-PWY	855.8386403316189	756.9387917739283	1224.9225690980288	395.26225992635364	990.8918959660266	0.0	1106.4398039147095	0.0	1597.29475148855	0.0	0.0	61844.72356661432	1394.9030749111207	0.0	0.0	141.70516753063785	0.0	2473.3579727958154	0.0	1802.5085946823722	138181.13271364305	116.97901463939044	112.32005090442095	45940.810865531	4572.881325178961	3224.444663528326	0.0	1243.819579352016	46391.62396557491	82907.27691778078	28371.886043943698	0.0	0.0	0.0	71.20917283813378	0.0	129.9580711012876	296058.49494541885	330086.30041995307	0.0	3083.5494794515575	331339.07287961134	39604.2656099533	2131.8863005277994	53.99260015876273	95696.70616391025	434760.9994821394	46677.90788197525	261198.0709217382	0.0	0.0	54.4856796663964	18989.648573343602	0.0	0.0	15.859975506345206	61233.78305634623	2270.281784983047	2135.152823078855	36278.55436143486	736.3481002596283	3208.814728689139	3211.322253526047	98438.3884352831	55922.66828226884	101061.99952674142	0.0	0.0	0.0	10767.746381805651
GALACT-GLUCUROCAT-PWY	85959.44873772479	316875.9731712671	324694.6942112557	267957.50370695203	250235.0878522264	0.0	86416.28416582195	39500.22015045269	108319.91790997259	21663.976682895347	297444.42193223385	108976.14893703896	309184.2905956871	198325.00237553156	210041.70135314844	538222.8958478002	126633.58945119403	94408.24280813924	83.64066033523218	256555.6560090205	25536.94591941262	107127.94417622933	159441.0094945534	197825.44535176302	57364.19579866637	19764.66244094542	35542.7178265465	43105.20056593096	130920.88258527126	148194.29283254748	1295.4864827531119	174069.46813790116	112640.5703903685	110428.02939380752	20728.75092055913	103752.38432938808	35221.60867125057	336175.58522501145	339339.5769991957	11727.023197818455	237584.52565018402	403636.24561135564	65736.84456164848	6141.2072147847	71338.91103657566	28953.4146353203	519187.84090953803	62427.79325498066	294053.3642211959	691.5600205311199	24091.89287534261	341.79970197780636	0.0	300541.8509423818	432769.5029389471	153240.66530035573	404337.12430231774	147637.24525641018	118498.24212138735	70459.47070912251	45028.79573407249	30189.803194916018	35035.152162948194	117350.34132154843	113893.64076218892	128819.01688372286	4448.497291275048	238.24125630897248	0.0	25325.611461220793
GALACTARDEG-PWY	10894.6142243485	7477.593040989558	7498.487633870273	5277.553423559285	10791.080814137793	0.0	5738.487991419681	0.0	13409.71640113441	0.0	14444.229790180967	64021.814303515916	26593.402754958744	10125.675302133355	8913.049375093366	30433.789437739568	11959.443742565534	10867.09482728927	23.999038889917205	1701.0123531987929	7717.4090149807	66892.29201664403	15870.076310259272	44210.696692290934	7105.391864158358	4738.787139133517	0.0	2567.382612280818	50276.84262181292	87185.91400191867	0.0	1183.9472554876959	2159.8500201279917	0.0	71.59992154565057	4587.037236560176	1073.1387243900583	322106.7498428542	363088.0049540126	0.0	11181.243516556973	360325.2768915126	41280.585098585085	3082.9006203877993	25.998827219536114	3832.2539912067473	491085.71797245875	50579.76562639291	142300.8128024469	38.71768787684845	0.0	128365.49854665376	0.0	0.0	0.0	14039.454324458382	67988.98461713722	3057.076998398974	3897.5298633672505	35820.78180368086	742.3818160620303	4674.980946858309	3671.149670592482	33105.35843069192	65572.3323609251	134528.56489150997	2397.7531121694856	0.0	0.0	13559.480641010647
GALACTUROCAT-PWY	112364.16557263947	335796.0409925236	387841.1392554868	250211.00538798844	245562.85703647233	69083.20473003644	108651.42149570643	151501.52098507938	145915.14428731104	198029.6794955853	268620.93202884676	127937.0573442699	615121.7623718376	148209.0836353625	153396.06185589405	755661.9677326434	338911.437534541	148423.6270130898	57.49271568975895	406044.1071728236	44206.27364683658	172036.35168075902	132279.2270362385	520610.02446985414	200451.49799076974	51084.25376770069	47270.57891340783	118308.65426583774	138213.1853814921	163360.50071190437	172488.38808137117	202300.56775245076	160900.1777759536	806771.310383515	68458.59997855153	187329.6449474167	72924.3733904515	363000.75388897845	352184.65755069524	55333.59502951226	282509.1736716663	423733.5604298692	114590.66872883067	28852.104332504052	82925.88777448663	146207.50149641663	517370.5568388298	76845.03939790365	430374.654026988	1725.6570657246787	13567.771525924303	407501.50784897874	9943.711320643684	338275.2165876634	457937.7664515312	271293.4191407755	445849.3908181455	288764.5927187782	240588.89490484577	84613.44121580958	325985.61497258715	97970.134486548	116685.24895011356	172794.20822413222	169502.8434396204	170931.6234763067	53335.131939861545	201549.35154963928	29824.97463826566	62444.99729788562
